"Date","Type","Transaction ID","Received Quantity","Received Currency","Received Cost Basis (USD)","Received Wallet","Received Address","Received Tag","Received Comment","Sent Quantity","Sent Currency","Sent Cost Basis (USD)","Sent Wallet","Sent Address","Sent Tag","Sent Comment","Fee Amount","Fee Currency","Realized Return (USD)","Disabled"
05/30/2022 15:19:39,Trade,0xa0aafc652a6191f2655a3e3be2d692ba7daa0ef343277f99311cfc073362160e,,,...,,,,,3.11822392,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
05/30/2022 15:19:39,Trade,0xa0aafc652a6191f2655a3e3be2d692ba7daa0ef343277f99311cfc073362160e,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00713601,ETH,...,
05/31/2022 08:53:50,Send,0x12e53d3981fcecb741ace5d6d58c2623cfbe7cc37dce0d431551be844bcafe26,,,...,,,,,2000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00180443,ETH,...,
06/01/2022 12:26:36,Receive,0x76038b7288f63252e66278103f490c5a42084e8337dffdc2c25630791a2cc683,250457.00000000,LUNA 2.0 (lunav2.io),...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/07/2022 11:25:41,Trade,0x208fea3b176af9027403213edd842c6f8e0554bee93f1ae8e29f7122fa1b070f,3.23078993,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/07/2022 11:25:41,Trade,0x208fea3b176af9027403213edd842c6f8e0554bee93f1ae8e29f7122fa1b070f,,,...,,,,,95174.57401700,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
06/07/2022 11:25:41,Trade,0x208fea3b176af9027403213edd842c6f8e0554bee93f1ae8e29f7122fa1b070f,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00679537,ETH,...,
06/07/2022 20:22:39,Trade,0xcb767d2a76e49ec15ea92488fa8be0da796f971adb64cfdda64866724a92b79e,101319.61500200,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/07/2022 20:22:39,Trade,0xcb767d2a76e49ec15ea92488fa8be0da796f971adb64cfdda64866724a92b79e,,,...,,,,,3.23078993,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
06/07/2022 20:22:39,Trade,0xcb767d2a76e49ec15ea92488fa8be0da796f971adb64cfdda64866724a92b79e,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.02645758,ETH,...,
06/08/2022 11:26:38,Send,0xbc3eb4b5286e283cceebfc4a8acf43fcc123a07cb380ffb4204ca8344fe210fe,,,...,,,,,1300.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00403973,ETH,...,
06/08/2022 11:28:06,Send,0x70f483131101f259087181dbd8e7c0d06e7653a85fccc3c22bd629def434a562,,,...,,,,,2000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00351309,ETH,...,
06/08/2022 11:42:27,Send,c36ab260ce137e74b87c9c05c5b200954a683fb6641cc5666f35f2fda9ad1c37,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00610527,ETH,...,
06/10/2022 13:36:51,Trade,0x5a0954f49abc9e7ddfe5ffbc89d8a8c848eb691fefeac3916886c78e2fc13eb1,3.34225668,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/10/2022 13:36:51,Trade,0x5a0954f49abc9e7ddfe5ffbc89d8a8c848eb691fefeac3916886c78e2fc13eb1,,,...,,,,,98019.61500200,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
06/10/2022 13:36:51,Trade,0x5a0954f49abc9e7ddfe5ffbc89d8a8c848eb691fefeac3916886c78e2fc13eb1,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.01134091,ETH,...,
06/11/2022 12:54:56,Receive,0x3d92b3a1f18d3dc58d717f23a973afbaf30e7f1b449ae5a8dfd1d60cf58508f8,100000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/11/2022 12:56:34,Trade,0x99cf842140b63216a6929477291a72284195dcab3c94b489a0b31288790436ce,3.48776262,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/11/2022 12:56:34,Trade,0x99cf842140b63216a6929477291a72284195dcab3c94b489a0b31288790436ce,,,...,,,,,100000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
06/11/2022 12:56:34,Trade,0x99cf842140b63216a6929477291a72284195dcab3c94b489a0b31288790436ce,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00953035,ETH,...,
06/11/2022 13:11:30,Trade,0x6c743afd9caa758dc33f8da8621bcb50e87f4ed141be9b3fcf0ff0d48fecd79c,340.37726147,CWBTC2,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/11/2022 13:11:30,Trade,0x6c743afd9caa758dc33f8da8621bcb50e87f4ed141be9b3fcf0ff0d48fecd79c,,,...,,,,,6.83001930,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
06/11/2022 13:11:30,Trade,0x6c743afd9caa758dc33f8da8621bcb50e87f4ed141be9b3fcf0ff0d48fecd79c,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00492726,ETH,...,
06/12/2022 02:53:18,Receive,0xe29c9ef9d6366ea3f59ee25345e215fd5d9b14c91862e13f74008107a0799b6f,100000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/12/2022 02:56:00,Trade,0xdafcbec49d50ddb31e7fe9986629e023d300dee24b390b82004e11914b469f26,3.64182588,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/12/2022 02:56:00,Trade,0xdafcbec49d50ddb31e7fe9986629e023d300dee24b390b82004e11914b469f26,,,...,,,,,100000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
06/12/2022 02:56:00,Trade,0xdafcbec49d50ddb31e7fe9986629e023d300dee24b390b82004e11914b469f26,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00962479,ETH,...,
06/12/2022 02:56:21,Trade,0x1faa6a117affb866cad628e80b4c05cea7a6e396d7974b6e2ec90e016f2432e1,181.49202418,CWBTC2,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/12/2022 02:56:21,Trade,0x1faa6a117affb866cad628e80b4c05cea7a6e396d7974b6e2ec90e016f2432e1,,,...,,,,,3.64182588,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
06/12/2022 02:56:21,Trade,0x1faa6a117affb866cad628e80b4c05cea7a6e396d7974b6e2ec90e016f2432e1,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00926107,ETH,...,
06/13/2022 09:11:12,Receive,2a599a1387f6379dc5846caa0c1ecca812fdcd2747c3d7e2940da7e2802f1bb1,0.15000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/13/2022 09:14:59,Receive,0x18e268fe497e239ddd11bdf62d4fe14969e33b05aa38604525f4a8a848b60435,1.00000000,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/13/2022 09:16:35,Trade,0x9e5c861d2cc795d8568e3e16998543657334059f5c7df901de4d8e68000f8fa8,24327.07782800,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/13/2022 09:16:35,Trade,0x9e5c861d2cc795d8568e3e16998543657334059f5c7df901de4d8e68000f8fa8,,,...,,,,,1.00000000,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
06/13/2022 09:16:35,Trade,0x9e5c861d2cc795d8568e3e16998543657334059f5c7df901de4d8e68000f8fa8,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.05963582,ETH,...,
06/13/2022 09:17:52,Send,0xe3a042fed089e8113fa712357c733780127dcea3cc1592e9f184ca5b9ad7e91a,,,...,,,,,23000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.05722129,ETH,...,
06/13/2022 09:18:50,Trade,0x55346f26e810e7e384d70b758b2f8856553b3c46f2097a9f094899a3af4f94b4,22.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/13/2022 09:18:50,Trade,0x55346f26e810e7e384d70b758b2f8856553b3c46f2097a9f094899a3af4f94b4,,,...,,,,,1096.46923309,CETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
06/13/2022 09:18:50,Trade,0x55346f26e810e7e384d70b758b2f8856553b3c46f2097a9f094899a3af4f94b4,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.06269166,ETH,...,
06/13/2022 09:21:11,Trade,0x7d1a927134b1288f9f4108263232a9cd0e3611c80a24cdaf5e46fe74df6319d1,24722.78396900,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,20.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.04696734,ETH,...,
06/13/2022 09:21:30,Send,0xd03b811543b6ba7e8b4c17dddec5f4356f6df8a563a48ab996602f34f3092373,,,...,,,,,26049.86179700,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.03406956,ETH,...,
06/13/2022 09:23:10,Trade,0xa4ac2f3fbd6a8a5c875bb0b81770a12c73a92c7d01907609540d17d061a2409d,35.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/13/2022 09:23:10,Trade,0xa4ac2f3fbd6a8a5c875bb0b81770a12c73a92c7d01907609540d17d061a2409d,,,...,,,,,1744.38286390,CETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
06/13/2022 09:23:10,Trade,0xa4ac2f3fbd6a8a5c875bb0b81770a12c73a92c7d01907609540d17d061a2409d,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.05945822,ETH,...,
06/13/2022 09:27:49,Trade,0x91335b4de91b7f3480c828b2ea91dab4ead2c42493ce2e0dd017548e90f046e1,43274.33753500,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,35.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.08401369,ETH,...,
06/13/2022 09:29:09,Send,0xbf7cd2cb9eefdee7151312cec4a72b48789b1b2992d0d1116b7cb1401d7a9f8e,,,...,,,,,43274.33753500,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.03820268,ETH,...,
06/13/2022 09:30:20,Trade,0x814bee6b9af50cc83ca10346dea81a138ac6a5d9ec0526941b64eaa2b46689a0,52.88539306,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/13/2022 09:30:20,Trade,0x814bee6b9af50cc83ca10346dea81a138ac6a5d9ec0526941b64eaa2b46689a0,,,...,,,,,2635.78208251,CETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
06/13/2022 09:30:20,Trade,0x814bee6b9af50cc83ca10346dea81a138ac6a5d9ec0526941b64eaa2b46689a0,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.03787006,ETH,...,
06/13/2022 09:31:13,Trade,0x841c23ebef2ef7ed4f51a5c9638a1ea2e64c41b9340cf0643ef28bb1183d8cc8,64722.45408000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,53.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.05749357,ETH,...,
06/13/2022 09:32:47,Send,0x1a66842fb0d1078443ae563b37e314cc094cbd2f0a070d6136ba1025abd43833,,,...,,,,,64722.45408000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.02613324,ETH,...,
06/13/2022 09:34:51,Trade,0x6c28e69c9d2fbc5c111912e853f5bdcea01c60477f66b5d8381ff62b338b2a33,37.13445804,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/13/2022 09:34:51,Trade,0x6c28e69c9d2fbc5c111912e853f5bdcea01c60477f66b5d8381ff62b338b2a33,,,...,,,,,1850.76319115,CETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
06/13/2022 09:34:51,Trade,0x6c28e69c9d2fbc5c111912e853f5bdcea01c60477f66b5d8381ff62b338b2a33,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.04898698,ETH,...,
06/13/2022 09:36:19,Trade,0xb646f1b7da3b3bea686722ccd6c7d1061f071c7242d7eb7d0fe3b03f87ec787e,45238.21818200,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,37.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.06810894,ETH,...,
06/13/2022 09:36:50,Send,0x9a40fd95246bd98ca48f06c9aedcc030765b097b00c4f698ebb11db4548004df,,,...,,,,,45238.21818200,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.03122507,ETH,...,
06/13/2022 09:54:36,Trade,0xf776c13ca4e593822279bac575debbe4ab6a09a55d7941fa92fcc504a6f47681,1.57000000,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/13/2022 09:54:36,Trade,0xf776c13ca4e593822279bac575debbe4ab6a09a55d7941fa92fcc504a6f47681,,,...,,,,,78.24155583,CWBTC2,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
06/13/2022 09:54:36,Trade,0xf776c13ca4e593822279bac575debbe4ab6a09a55d7941fa92fcc504a6f47681,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.03150097,ETH,...,
06/13/2022 09:56:56,Trade,0x6475de90d7446ad1dea69f52136f36941b6dcecde301838c4d04257cbdd77de4,37555.48208200,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/13/2022 09:56:56,Trade,0x6475de90d7446ad1dea69f52136f36941b6dcecde301838c4d04257cbdd77de4,,,...,,,,,1.57000000,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
06/13/2022 09:56:56,Trade,0x6475de90d7446ad1dea69f52136f36941b6dcecde301838c4d04257cbdd77de4,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.07877883,ETH,...,
06/13/2022 09:57:07,Send,0x0847b657c3e203b1f2b4a6a02fb978c373ebc5b465c9ee37f1aebd0c63bb99c6,,,...,,,,,37555.48208200,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.02096713,ETH,...,
06/13/2022 10:47:31,Receive,0x4387af7c558b4c6c6cbffedcc97690e2e866de8338f12371282457f97ddd08a4,2.09372160,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/13/2022 10:49:37,Trade,0xaab58d5d1245084d915299c2da74c1e3944dc24565efc399e25aec37f373ff75,104.34141978,CWBTC2,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/13/2022 10:49:37,Trade,0xaab58d5d1245084d915299c2da74c1e3944dc24565efc399e25aec37f373ff75,,,...,,,,,2.09372160,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
06/13/2022 10:49:37,Trade,0xaab58d5d1245084d915299c2da74c1e3944dc24565efc399e25aec37f373ff75,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.01070131,ETH,...,
06/18/2022 03:59:42,Receive,0x92c5d0af1d5e12809d53c083ed02f663ce7c8171a5c8bb8371dfc5ca23fa0bce,3421.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/18/2022 04:18:18,Send,0x155a01b1e06a6e0aec5f74f5cd572a0b5024754ef006e44c9a17f547d5e08a70,,,...,,,,,3400.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00115966,ETH,...,
06/23/2022 16:53:24,Receive,0x6be807a456ec70525175a011118a053c5a73fb734f9d9f29ec66c865b19d3a5b,50000.00000000,USDT,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/23/2022 16:55:57,Trade,0x5ef74c7957bada1e21fecc25f8038a7ce459bc0ce7b0682bda82c5f96a4dbe1b,49821.05808500,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/23/2022 16:55:57,Trade,0x5ef74c7957bada1e21fecc25f8038a7ce459bc0ce7b0682bda82c5f96a4dbe1b,,,...,,,,,50000.00000000,USDT,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
06/23/2022 16:55:57,Trade,0x5ef74c7957bada1e21fecc25f8038a7ce459bc0ce7b0682bda82c5f96a4dbe1b,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.01804985,ETH,...,
06/23/2022 16:57:25,Send,0x727bfe8fac6baf9d060cce6581ad3db72ac3ba4d4aba0a58a793491cc571d9a0,,,...,,,,,49842.05808500,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.01224151,ETH,...,
06/23/2022 17:06:58,Receive,0xe96c09b660dc72f019a12ef7a6cc0d8fff8eaee20f38101202832977ee0b9e28,50000.00000000,USDT,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/23/2022 17:08:25,Trade,0x728bf27fed484daba87a9fbae4a416e335e89be8f0a79d3b7eb1d880a3b80ecc,49946.53369100,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
06/23/2022 17:08:25,Trade,0x728bf27fed484daba87a9fbae4a416e335e89be8f0a79d3b7eb1d880a3b80ecc,,,...,,,,,50000.00000000,USDT,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
06/23/2022 17:08:25,Trade,0x728bf27fed484daba87a9fbae4a416e335e89be8f0a79d3b7eb1d880a3b80ecc,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.02028215,ETH,...,
06/23/2022 17:08:56,Send,0xd3d4b10aa4cc5473df340468512d3a818b41477ec40e46a148b5bee7ff76f461,,,...,,,,,49946.53369100,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.02361588,ETH,...,
07/11/2022 12:27:30,Trade,0x9f72e48b422a40a855e22561eed5a4169deb68349bc2b7cabfa076bd9c3fadf2,2.00000000,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/11/2022 12:27:30,Trade,0x9f72e48b422a40a855e22561eed5a4169deb68349bc2b7cabfa076bd9c3fadf2,,,...,,,,,99.66790915,CWBTC2,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/11/2022 12:27:30,Trade,0x9f72e48b422a40a855e22561eed5a4169deb68349bc2b7cabfa076bd9c3fadf2,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00492595,ETH,...,
07/11/2022 12:29:55,Trade,0xe174a5ab1742c87a17115c6750090ea0565aaa47cf6214c5122f9e9d43e5982b,20461.27944000,USDT,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/11/2022 12:29:55,Trade,0xe174a5ab1742c87a17115c6750090ea0565aaa47cf6214c5122f9e9d43e5982b,,,...,,,,,1.00000000,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/11/2022 12:29:55,Trade,0xe174a5ab1742c87a17115c6750090ea0565aaa47cf6214c5122f9e9d43e5982b,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00708657,ETH,...,
07/11/2022 12:30:56,Trade,0x0aa6cb66e68f8e2ff964691aa58e6410c1979be26f881ac745bf5917b6a3814b,20488.55434700,USDT,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/11/2022 12:30:56,Trade,0x0aa6cb66e68f8e2ff964691aa58e6410c1979be26f881ac745bf5917b6a3814b,,,...,,,,,1.00000000,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/11/2022 12:30:56,Trade,0x0aa6cb66e68f8e2ff964691aa58e6410c1979be26f881ac745bf5917b6a3814b,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00814030,ETH,...,
07/11/2022 12:31:54,Send,a5cc64bbcfd706deeba76587ad0fb9f206711e8f2031f364d788aa64dfa258c3,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00111349,ETH,...,
07/11/2022 12:32:55,Send,0x5848f3d60be53285e773a3a06f049606b553bf6080e726bba4f68ce1763b0e8e,,,...,,,,,40949.83378700,USDT,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00316148,ETH,...,
07/12/2022 15:54:46,Receive,0x87c9d1ccced8f6cc9be21394abda6af416056b93493d7e41125739835f3c893f,40000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/12/2022 15:56:45,Trade,0x9aef15b9e5981359eb25e759caf42e0298db48b7ea9575eeeb01b66c479f639b,2.01191250,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/12/2022 15:56:45,Trade,0x9aef15b9e5981359eb25e759caf42e0298db48b7ea9575eeeb01b66c479f639b,,,...,,,,,40000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/12/2022 15:56:45,Trade,0x9aef15b9e5981359eb25e759caf42e0298db48b7ea9575eeeb01b66c479f639b,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.01167747,ETH,...,
07/12/2022 15:59:19,Trade,0xf9f79c87dbc5f61556967fd575b824852f75051030f135ac0ce1228d148b2892,100.26138123,CWBTC2,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/12/2022 15:59:19,Trade,0xf9f79c87dbc5f61556967fd575b824852f75051030f135ac0ce1228d148b2892,,,...,,,,,2.01191250,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/12/2022 15:59:19,Trade,0xf9f79c87dbc5f61556967fd575b824852f75051030f135ac0ce1228d148b2892,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00466524,ETH,...,
07/14/2022 06:12:50,Trade,0x23bc3f2f6613cb523147cc8f8fdb1f7fedbb7cca51a97179d3c27423388ef116,2.11000000,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/14/2022 06:12:50,Trade,0x23bc3f2f6613cb523147cc8f8fdb1f7fedbb7cca51a97179d3c27423388ef116,,,...,,,,,105.14911657,CWBTC2,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
